snapshot_date,employee_id,department_name,job_title,job_level,city,state,country,manager_id,education_level,salary,tenure_months,is_active
2022-12-31,EMP00002,Legal,Software Engineer,Associate,Gurugram,Haryana,India,MGR0037,Bachelor's Degree,1022743.1,33,True
2023-01-31,EMP00002,Legal,Software Engineer,Associate,Gurugram,Haryana,India,MGR0037,Bachelor's Degree,1022743.1,34,True
2023-02-28,EMP00002,Legal,Software Engineer,Associate,Gurugram,Haryana,India,MGR0037,Bachelor's Degree,1022743.1,35,True
2023-03-31,EMP00002,Legal,Software Engineer,Associate,Gurugram,Haryana,India,MGR0037,Bachelor's Degree,1022743.1,36,True
2023-04-30,EMP00002,Legal,Software Engineer,Associate,Gurugram,Haryana,India,MGR0037,Bachelor's Degree,1022743.1,37,True
2023-05-31,EMP00002,Legal,Software Engineer,Associate,Gurugram,Haryana,India,MGR0037,Bachelor's Degree,1022743.1,38,True
2023-06-30,EMP00002,Legal,Software Engineer,Associate,Gurugram,Haryana,India,MGR0037,Bachelor's Degree,1022743.1,39,True
2023-07-31,EMP00002,Legal,Software Engineer,Associate,Gurugram,Haryana,India,MGR0037,Bachelor's Degree,1022743.1,40,True
2023-08-31,EMP00002,Legal,Software Engineer,Associate,Gurugram,Haryana,India,MGR0037,Bachelor's Degree,1022743.1,41,True
2023-09-30,EMP00002,Legal,Software Engineer,Associate,Gurugram,Haryana,India,MGR0037,Bachelor's Degree,1022743.1,42,True
2023-10-31,EMP00002,Legal,Software Engineer,Associate,Gurugram,Haryana,India,MGR0037,Bachelor's Degree,1022743.1,43,True
2023-11-30,EMP00002,Legal,Software Engineer,Associate,Gurugram,Haryana,India,MGR0037,Bachelor's Degree,1022743.1,44,True
2023-12-31,EMP00002,Legal,Software Engineer,Associate,Gurugram,Haryana,India,MGR0037,Bachelor's Degree,1022743.1,45,True
2024-01-31,EMP00002,Legal,Software Engineer,Associate,Gurugram,Haryana,India,MGR0037,Bachelor's Degree,1022743.1,46,True
2024-02-29,EMP00002,Legal,Software Engineer,Associate,Gurugram,Haryana,India,MGR0037,Bachelor's Degree,1022743.1,47,False
2024-03-31,EMP00002,Legal,Software Engineer,Associate,Gurugram,Haryana,India,MGR0037,Bachelor's Degree,1022743.1,48,False
2024-04-30,EMP00002,Legal,Software Engineer,Associate,Gurugram,Haryana,India,MGR0037,Bachelor's Degree,1022743.1,49,False
2024-05-31,EMP00002,Legal,Software Engineer,Associate,Gurugram,Haryana,India,MGR0037,Bachelor's Degree,1022743.1,50,False
2024-06-30,EMP00002,Legal,Software Engineer,Associate,Gurugram,Haryana,India,MGR0037,Bachelor's Degree,1022743.1,51,False
2024-07-31,EMP00002,Legal,Software Engineer,Associate,Gurugram,Haryana,India,MGR0037,Bachelor's Degree,1022743.1,52,False
2024-08-31,EMP00002,Legal,Software Engineer,Associate,Gurugram,Haryana,India,MGR0037,Bachelor's Degree,1022743.1,53,False
2024-09-30,EMP00002,Legal,Software Engineer,Associate,Gurugram,Haryana,India,MGR0037,Bachelor's Degree,1022743.1,54,False
2024-10-31,EMP00002,Legal,Software Engineer,Associate,Gurugram,Haryana,India,MGR0037,Bachelor's Degree,1022743.1,55,False
2024-11-30,EMP00002,Legal,Software Engineer,Associate,Gurugram,Haryana,India,MGR0037,Bachelor's Degree,1022743.1,56,False
2024-12-31,EMP00002,Legal,Software Engineer,Associate,Gurugram,Haryana,India,MGR0037,Bachelor's Degree,1022743.1,57,False
2022-01-31,EMP00003,Finance,Customer Support Associate,Associate,Hyderabad,Telangana,India,MGR0007,MBA,383392.08,42,True
2022-02-28,EMP00003,Finance,Customer Support Associate,Associate,Hyderabad,Telangana,India,MGR0007,MBA,383392.08,43,True
2022-03-31,EMP00003,Finance,Customer Support Associate,Associate,Hyderabad,Telangana,India,MGR0007,MBA,383392.08,44,True
2022-04-30,EMP00003,Finance,Customer Support Associate,Associate,Hyderabad,Telangana,India,MGR0007,MBA,383392.08,45,True
2022-05-31,EMP00003,Finance,Customer Support Associate,Associate,Hyderabad,Telangana,India,MGR0007,MBA,383392.08,46,True
2022-06-30,EMP00003,Finance,Customer Support Associate,Associate,Hyderabad,Telangana,India,MGR0007,MBA,383392.08,47,True
2022-07-31,EMP00003,Finance,Customer Support Associate,Associate,Hyderabad,Telangana,India,MGR0007,MBA,383392.08,48,True
2022-08-31,EMP00003,Finance,Customer Support Associate,Associate,Hyderabad,Telangana,India,MGR0007,MBA,383392.08,49,True
2022-09-30,EMP00003,Finance,Customer Support Associate,Associate,Hyderabad,Telangana,India,MGR0007,MBA,383392.08,50,True
2022-10-31,EMP00003,Finance,Customer Support Associate,Associate,Hyderabad,Telangana,India,MGR0007,MBA,383392.08,51,True
2022-11-30,EMP00003,Finance,Customer Support Associate,Associate,Hyderabad,Telangana,India,MGR0007,MBA,383392.08,52,True
2022-12-31,EMP00003,Finance,Customer Support Associate,Associate,Hyderabad,Telangana,India,MGR0007,MBA,383392.08,53,True
2023-01-31,EMP00003,Finance,Customer Support Associate,Associate,Hyderabad,Telangana,India,MGR0007,MBA,383392.08,54,True
2023-02-28,EMP00003,Finance,Customer Support Associate,Associate,Hyderabad,Telangana,India,MGR0007,MBA,383392.08,55,True
2023-03-31,EMP00003,Finance,Customer Support Associate,Associate,Hyderabad,Telangana,India,MGR0007,MBA,383392.08,56,True
2023-04-30,EMP00003,Finance,Customer Support Associate,Associate,Hyderabad,Telangana,India,MGR0007,MBA,383392.08,57,True
2023-05-31,EMP00003,Finance,Customer Support Associate,Associate,Hyderabad,Telangana,India,MGR0007,MBA,383392.08,58,True
2023-06-30,EMP00003,Finance,Customer Support Associate,Associate,Hyderabad,Telangana,India,MGR0007,MBA,383392.08,59,True
2023-07-31,EMP00003,Finance,Customer Support Associate,Associate,Hyderabad,Telangana,India,MGR0007,MBA,383392.08,60,True
2023-08-31,EMP00003,Finance,Customer Support Associate,Associate,Hyderabad,Telangana,India,MGR0007,MBA,383392.08,61,True
2023-09-30,EMP00003,Finance,Customer Support Associate,Associate,Hyderabad,Telangana,India,MGR0007,MBA,383392.08,62,False
2023-10-31,EMP00003,Finance,Customer Support Associate,Associate,Hyderabad,Telangana,India,MGR0007,MBA,383392.08,63,False
2023-11-30,EMP00003,Finance,Customer Support Associate,Associate,Hyderabad,Telangana,India,MGR0007,MBA,383392.08,64,False
2023-12-31,EMP00003,Finance,Customer Support Associate,Associate,Hyderabad,Telangana,India,MGR0007,MBA,383392.08,65,False
2024-01-31,EMP00003,Finance,Customer Support Associate,Associate,Hyderabad,Telangana,India,MGR0007,MBA,383392.08,66,False
2024-02-29,EMP00003,Finance,Customer Support Associate,Associate,Hyderabad,Telangana,India,MGR0007,MBA,383392.08,67,False
2024-03-31,EMP00003,Finance,Customer Support Associate,Associate,Hyderabad,Telangana,India,MGR0007,MBA,383392.08,68,False
2024-04-30,EMP00003,Finance,Customer Support Associate,Associate,Hyderabad,Telangana,India,MGR0007,MBA,383392.08,69,False
2024-05-31,EMP00003,Finance,Customer Support Associate,Associate,Hyderabad,Telangana,India,MGR0007,MBA,383392.08,70,False
2024-06-30,EMP00003,Finance,Customer Support Associate,Associate,Hyderabad,Telangana,India,MGR0007,MBA,383392.08,71,False
2024-07-31,EMP00003,Finance,Customer Support Associate,Associate,Hyderabad,Telangana,India,MGR0007,MBA,383392.08,72,False
2024-08-31,EMP00003,Finance,Customer Support Associate,Associate,Hyderabad,Telangana,India,MGR0007,MBA,383392.08,73,False
2024-09-30,EMP00003,Finance,Customer Support Associate,Associate,Hyderabad,Telangana,India,MGR0007,MBA,383392.08,74,False
2024-10-31,EMP00003,Finance,Customer Support Associate,Associate,Hyderabad,Telangana,India,MGR0007,MBA,383392.08,75,False
2024-11-30,EMP00003,Finance,Customer Support Associate,Associate,Hyderabad,Telangana,India,MGR0007,MBA,383392.08,76,False
2024-12-31,EMP00003,Finance,Customer Support Associate,Associate,Hyderabad,Telangana,India,MGR0007,MBA,383392.08,77,False
2022-01-31,EMP00004,Marketing,Senior Software Engineer,Senior,Hyderabad,Telangana,India,MGR0043,Master's Degree,1901820.31,23,True
2022-02-28,EMP00004,Marketing,Senior Software Engineer,Senior,Hyderabad,Telangana,India,MGR0043,Master's Degree,1901820.31,24,True
2022-03-31,EMP00004,Marketing,Senior Software Engineer,Senior,Hyderabad,Telangana,India,MGR0043,Master's Degree,1901820.31,25,True
2022-04-30,EMP00004,Marketing,Senior Software Engineer,Senior,Hyderabad,Telangana,India,MGR0043,Master's Degree,1901820.31,26,True
2022-05-31,EMP00004,Marketing,Senior Software Engineer,Senior,Hyderabad,Telangana,India,MGR0043,Master's Degree,1901820.31,27,True
2022-06-30,EMP00004,Marketing,Senior Software Engineer,Senior,Hyderabad,Telangana,India,MGR0043,Master's Degree,1901820.31,28,True
2022-07-31,EMP00004,Marketing,Senior Software Engineer,Senior,Hyderabad,Telangana,India,MGR0043,Master's Degree,1901820.31,29,True
2022-08-31,EMP00004,Marketing,Senior Software Engineer,Senior,Hyderabad,Telangana,India,MGR0043,Master's Degree,1901820.31,30,True
2022-09-30,EMP00004,Marketing,Senior Software Engineer,Senior,Hyderabad,Telangana,India,MGR0043,Master's Degree,1901820.31,31,True
2022-10-31,EMP00004,Marketing,Senior Software Engineer,Senior,Hyderabad,Telangana,India,MGR0043,Master's Degree,1901820.31,32,True
2022-11-30,EMP00004,Marketing,Senior Software Engineer,Senior,Hyderabad,Telangana,India,MGR0043,Master's Degree,1901820.31,33,True
2022-12-31,EMP00004,Marketing,Senior Software Engineer,Senior,Hyderabad,Telangana,India,MGR0043,Master's Degree,1901820.31,34,True
2023-01-31,EMP00004,Marketing,Senior Software Engineer,Senior,Hyderabad,Telangana,India,MGR0043,Master's Degree,1901820.31,35,True
2023-02-28,EMP00004,Marketing,Senior Software Engineer,Senior,Hyderabad,Telangana,India,MGR0043,Master's Degree,1901820.31,36,True
2023-03-31,EMP00004,Marketing,Senior Software Engineer,Senior,Hyderabad,Telangana,India,MGR0043,Master's Degree,1901820.31,37,True
2023-04-30,EMP00004,Marketing,Senior Software Engineer,Senior,Hyderabad,Telangana,India,MGR0043,Master's Degree,1901820.31,38,True
2023-05-31,EMP00004,Marketing,Senior Software Engineer,Senior,Hyderabad,Telangana,India,MGR0043,Master's Degree,1901820.31,39,True
2023-06-30,EMP00004,Marketing,Senior Software Engineer,Senior,Hyderabad,Telangana,India,MGR0043,Master's Degree,1901820.31,40,True
2023-07-31,EMP00004,Marketing,Senior Software Engineer,Senior,Hyderabad,Telangana,India,MGR0043,Master's Degree,1901820.31,41,True
2023-08-31,EMP00004,Marketing,Senior Software Engineer,Senior,Hyderabad,Telangana,India,MGR0043,Master's Degree,1901820.31,42,True
2023-09-30,EMP00004,Marketing,Senior Software Engineer,Senior,Hyderabad,Telangana,India,MGR0043,Master's Degree,1901820.31,43,True
2023-10-31,EMP00004,Marketing,Senior Software Engineer,Senior,Hyderabad,Telangana,India,MGR0043,Master's Degree,1901820.31,44,False
2023-11-30,EMP00004,Marketing,Senior Software Engineer,Senior,Hyderabad,Telangana,India,MGR0043,Master's Degree,1901820.31,45,False
2023-12-31,EMP00004,Marketing,Senior Software Engineer,Senior,Hyderabad,Telangana,India,MGR0043,Master's Degree,1901820.31,46,False
2024-01-31,EMP00004,Marketing,Senior Software Engineer,Senior,Hyderabad,Telangana,India,MGR0043,Master's Degree,1901820.31,47,False
2024-02-29,EMP00004,Marketing,Senior Software Engineer,Senior,Hyderabad,Telangana,India,MGR0043,Master's Degree,1901820.31,48,False
2024-03-31,EMP00004,Marketing,Senior Software Engineer,Senior,Hyderabad,Telangana,India,MGR0043,Master's Degree,1901820.31,49,False
2024-04-30,EMP00004,Marketing,Senior Software Engineer,Senior,Hyderabad,Telangana,India,MGR0043,Master's Degree,1901820.31,50,False
2024-05-31,EMP00004,Marketing,Senior Software Engineer,Senior,Hyderabad,Telangana,India,MGR0043,Master's Degree,1901820.31,51,False
2024-06-30,EMP00004,Marketing,Senior Software Engineer,Senior,Hyderabad,Telangana,India,MGR0043,Master's Degree,1901820.31,52,False
2024-07-31,EMP00004,Marketing,Senior Software Engineer,Senior,Hyderabad,Telangana,India,MGR0043,Master's Degree,1901820.31,53,False
2024-08-31,EMP00004,Marketing,Senior Software Engineer,Senior,Hyderabad,Telangana,India,MGR0043,Master's Degree,1901820.31,54,False
2024-09-30,EMP00004,Marketing,Senior Software Engineer,Senior,Hyderabad,Telangana,India,MGR0043,Master's Degree,1901820.31,55,False
2024-10-31,EMP00004,Marketing,Senior Software Engineer,Senior,Hyderabad,Telangana,India,MGR0043,Master's Degree,1901820.31,56,False
2024-11-30,EMP00004,Marketing,Senior Software Engineer,Senior,Hyderabad,Telangana,India,MGR0043,Master's Degree,1901820.31,57,False
2024-12-31,EMP00004,Marketing,Senior Software Engineer,Senior,Hyderabad,Telangana,India,MGR0043,Master's Degree,1901820.31,58,False
2022-01-31,EMP00005,Information Technology,Sales Executive,Associate,Hyderabad,Telangana,India,MGR0011,MBA,558700.49,63,True
2022-02-28,EMP00005,Information Technology,Sales Executive,Associate,Hyderabad,Telangana,India,MGR0011,MBA,558700.49,64,True
2022-03-31,EMP00005,Information Technology,Sales Executive,Associate,Hyderabad,Telangana,India,MGR0011,MBA,558700.49,65,True
2022-04-30,EMP00005,Information Technology,Sales Executive,Associate,Hyderabad,Telangana,India,MGR0011,MBA,558700.49,66,True
2022-05-31,EMP00005,Information Technology,Sales Executive,Associate,Hyderabad,Telangana,India,MGR0011,MBA,558700.49,67,True
2022-06-30,EMP00005,Information Technology,Sales Executive,Associate,Hyderabad,Telangana,India,MGR0011,MBA,558700.49,68,True
2022-07-31,EMP00005,Information Technology,Sales Executive,Associate,Hyderabad,Telangana,India,MGR0011,MBA,558700.49,69,True
2022-08-31,EMP00005,Information Technology,Sales Executive,Associate,Hyderabad,Telangana,India,MGR0011,MBA,558700.49,70,True
2022-09-30,EMP00005,Information Technology,Sales Executive,Associate,Hyderabad,Telangana,India,MGR0011,MBA,558700.49,71,True
2022-10-31,EMP00005,Information Technology,Sales Executive,Associate,Hyderabad,Telangana,India,MGR0011,MBA,558700.49,72,True
2022-11-30,EMP00005,Information Technology,Sales Executive,Associate,Hyderabad,Telangana,India,MGR0011,MBA,558700.49,73,True
2022-12-31,EMP00005,Information Technology,Sales Executive,Associate,Hyderabad,Telangana,India,MGR0011,MBA,558700.49,74,True
2023-01-31,EMP00005,Information Technology,Sales Executive,Associate,Hyderabad,Telangana,India,MGR0011,MBA,558700.49,75,True
2023-02-28,EMP00005,Information Technology,Sales Executive,Associate,Hyderabad,Telangana,India,MGR0011,MBA,558700.49,76,True
2023-03-31,EMP00005,Information Technology,Sales Executive,Associate,Hyderabad,Telangana,India,MGR0011,MBA,558700.49,77,True
2023-04-30,EMP00005,Information Technology,Sales Executive,Associate,Hyderabad,Telangana,India,MGR0011,MBA,558700.49,78,True
2023-05-31,EMP00005,Information Technology,Sales Executive,Associate,Hyderabad,Telangana,India,MGR0011,MBA,558700.49,79,True
2023-06-30,EMP00005,Information Technology,Sales Executive,Associate,Hyderabad,Telangana,India,MGR0011,MBA,558700.49,80,False
2023-07-31,EMP00005,Information Technology,Sales Executive,Associate,Hyderabad,Telangana,India,MGR0011,MBA,558700.49,81,False
2023-08-31,EMP00005,Information Technology,Sales Executive,Associate,Hyderabad,Telangana,India,MGR0011,MBA,558700.49,82,False
2023-09-30,EMP00005,Information Technology,Sales Executive,Associate,Hyderabad,Telangana,India,MGR0011,MBA,558700.49,83,False
2023-10-31,EMP00005,Information Technology,Sales Executive,Associate,Hyderabad,Telangana,India,MGR0011,MBA,558700.49,84,False
2023-11-30,EMP00005,Information Technology,Sales Executive,Associate,Hyderabad,Telangana,India,MGR0011,MBA,558700.49,85,False
2023-12-31,EMP00005,Information Technology,Sales Executive,Associate,Hyderabad,Telangana,India,MGR0011,MBA,558700.49,86,False
2024-01-31,EMP00005,Information Technology,Sales Executive,Associate,Hyderabad,Telangana,India,MGR0011,MBA,558700.49,87,False
2024-02-29,EMP00005,Information Technology,Sales Executive,Associate,Hyderabad,Telangana,India,MGR0011,MBA,558700.49,88,False
2024-03-31,EMP00005,Information Technology,Sales Executive,Associate,Hyderabad,Telangana,India,MGR0011,MBA,558700.49,89,False
2024-04-30,EMP00005,Information Technology,Sales Executive,Associate,Hyderabad,Telangana,India,MGR0011,MBA,558700.49,90,False
2024-05-31,EMP00005,Information Technology,Sales Executive,Associate,Hyderabad,Telangana,India,MGR0011,MBA,558700.49,91,False
2024-06-30,EMP00005,Information Technology,Sales Executive,Associate,Hyderabad,Telangana,India,MGR0011,MBA,558700.49,92,False
2024-07-31,EMP00005,Information Technology,Sales Executive,Associate,Hyderabad,Telangana,India,MGR0011,MBA,558700.49,93,False
2024-08-31,EMP00005,Information Technology,Sales Executive,Associate,Hyderabad,Telangana,India,MGR0011,MBA,558700.49,94,False
2024-09-30,EMP00005,Information Technology,Sales Executive,Associate,Hyderabad,Telangana,India,MGR0011,MBA,558700.49,95,False
2024-10-31,EMP00005,Information Technology,Sales Executive,Associate,Hyderabad,Telangana,India,MGR0011,MBA,558700.49,96,False
2024-11-30,EMP00005,Information Technology,Sales Executive,Associate,Hyderabad,Telangana,India,MGR0011,MBA,558700.49,97,False
2024-12-31,EMP00005,Information Technology,Sales Executive,Associate,Hyderabad,Telangana,India,MGR0011,MBA,558700.49,98,False
2023-03-31,EMP00006,Legal,Finance Manager,Manager,Gurugram,Haryana,India,MGR0004,Bachelor's Degree,1657442.08,0,True
2023-04-30,EMP00006,Legal,Finance Manager,Manager,Gurugram,Haryana,India,MGR0004,Bachelor's Degree,1657442.08,1,True
2023-05-31,EMP00006,Legal,Finance Manager,Manager,Gurugram,Haryana,India,MGR0004,Bachelor's Degree,1657442.08,2,True
2023-06-30,EMP00006,Legal,Finance Manager,Manager,Gurugram,Haryana,India,MGR0004,Bachelor's Degree,1657442.08,3,True
2023-07-31,EMP00006,Legal,Finance Manager,Manager,Gurugram,Haryana,India,MGR0004,Bachelor's Degree,1657442.08,4,True
2023-08-31,EMP00006,Legal,Finance Manager,Manager,Gurugram,Haryana,India,MGR0004,Bachelor's Degree,1657442.08,5,True
2023-09-30,EMP00006,Legal,Finance Manager,Manager,Gurugram,Haryana,India,MGR0004,Bachelor's Degree,1657442.08,6,True
2023-10-31,EMP00006,Legal,Finance Manager,Manager,Gurugram,Haryana,India,MGR0004,Bachelor's Degree,1657442.08,7,True
2023-11-30,EMP00006,Legal,Finance Manager,Manager,Gurugram,Haryana,India,MGR0004,Bachelor's Degree,1657442.08,8,True
2023-12-31,EMP00006,Legal,Finance Manager,Manager,Gurugram,Haryana,India,MGR0004,Bachelor's Degree,1657442.08,9,True
2024-01-31,EMP00006,Legal,Finance Manager,Manager,Gurugram,Haryana,India,MGR0004,Bachelor's Degree,1657442.08,10,True
2024-02-29,EMP00006,Legal,Finance Manager,Manager,Gurugram,Haryana,India,MGR0004,Bachelor's Degree,1657442.08,11,True
2024-03-31,EMP00006,Legal,Finance Manager,Manager,Gurugram,Haryana,India,MGR0004,Bachelor's Degree,1657442.08,12,True
2024-04-30,EMP00006,Legal,Finance Manager,Manager,Gurugram,Haryana,India,MGR0004,Bachelor's Degree,1657442.08,13,True
2024-05-31,EMP00006,Legal,Finance Manager,Manager,Gurugram,Haryana,India,MGR0004,Bachelor's Degree,1657442.08,14,True
2024-06-30,EMP00006,Legal,Finance Manager,Manager,Gurugram,Haryana,India,MGR0004,Bachelor's Degree,1657442.08,15,True
2024-07-31,EMP00006,Legal,Finance Manager,Manager,Gurugram,Haryana,India,MGR0004,Bachelor's Degree,1657442.08,16,True
2024-08-31,EMP00006,Legal,Finance Manager,Manager,Gurugram,Haryana,India,MGR0004,Bachelor's Degree,1657442.08,17,True
2024-09-30,EMP00006,Legal,Finance Manager,Manager,Gurugram,Haryana,India,MGR0004,Bachelor's Degree,1657442.08,18,True
2024-10-31,EMP00006,Legal,Finance Manager,Manager,Gurugram,Haryana,India,MGR0004,Bachelor's Degree,1657442.08,19,True
2024-11-30,EMP00006,Legal,Finance Manager,Manager,Gurugram,Haryana,India,MGR0004,Bachelor's Degree,1657442.08,20,True
2024-12-31,EMP00006,Legal,Finance Manager,Manager,Gurugram,Haryana,India,MGR0004,Bachelor's Degree,1657442.08,21,True
2022-01-31,EMP00007,Finance,Finance Manager,Manager,Gurugram,Haryana,India,MGR0014,MBA,1316505.52,18,True
2022-02-28,EMP00007,Finance,Finance Manager,Manager,Gurugram,Haryana,India,MGR0014,MBA,1316505.52,19,True
2022-03-31,EMP00007,Finance,Finance Manager,Manager,Gurugram,Haryana,India,MGR0014,MBA,1316505.52,20,True
2022-04-30,EMP00007,Finance,Finance Manager,Manager,Gurugram,Haryana,India,MGR0014,MBA,1316505.52,21,True
2022-05-31,EMP00007,Finance,Finance Manager,Manager,Gurugram,Haryana,India,MGR0014,MBA,1316505.52,22,True
2022-06-30,EMP00007,Finance,Finance Manager,Manager,Gurugram,Haryana,India,MGR0014,MBA,1316505.52,23,True
2022-07-31,EMP00007,Finance,Finance Manager,Manager,Gurugram,Haryana,India,MGR0014,MBA,1316505.52,24,True
2022-08-31,EMP00007,Finance,Finance Manager,Manager,Gurugram,Haryana,India,MGR0014,MBA,1316505.52,25,True
2022-09-30,EMP00007,Finance,Finance Manager,Manager,Gurugram,Haryana,India,MGR0014,MBA,1316505.52,26,True
2022-10-31,EMP00007,Finance,Finance Manager,Manager,Gurugram,Haryana,India,MGR0014,MBA,1316505.52,27,True
2022-11-30,EMP00007,Finance,Finance Manager,Manager,Gurugram,Haryana,India,MGR0014,MBA,1316505.52,28,True
2022-12-31,EMP00007,Finance,Finance Manager,Manager,Gurugram,Haryana,India,MGR0014,MBA,1316505.52,29,True
2023-01-31,EMP00007,Finance,Finance Manager,Manager,Gurugram,Haryana,India,MGR0014,MBA,1316505.52,30,True
